user_key,device_id,user_label,oui_friendly,user_country,timezone,fingerbank_label,device_category,vendor_name,inspected
0,0,,Intel Corporate,(Unknown),-4,Hardware Manufacturer/Intel Corporate,Unknown,,0
0,0,,Grid Connect Inc.,(Unknown),-7,Hardware Manufacturer/Grid Connect Inc.,Unknown,,0
0,0,,Philips Lighting BV,(Unknown),-5,Internet of Things (IoT)/Philips IoT,Hub,Philips,1
0,0,,Ubiquiti Networks Inc.,(Unknown),-5,"Router, Access Point or Femtocell/Wireless Access Point/Ubiquiti WAP",Unknown,,0
0,0,,GainSpan Corp.,United States,-7,Internet of Things (IoT),Thermostat,icomfort,0
0,0,,SHENZHEN BILIAN ELECTRONIC CO.ï¼ŒLTD,(Unknown),2,"Hardware Manufacturer/Shenzhen Bilian electronic CO.,LTD",Unknown,,0
0,0,,Nest Labs Inc.,(Unknown),-4,Internet of Things (IoT)/Nest,Unknown,google,0
0,0,,Hui Zhou Gaoshengda Technology Co.,(Unknown),-7,"Hardware Manufacturer/Hui Zhou Gaoshengda Technology Co.,LTD",Unknown,,0
0,0,,Guangzhou Blue Cheetah Intelligent Technology Co.,United States,-5,"Hardware Manufacturer/Guangzhou Blue Cheetah Intelligent Technology Co., Ltd.",Unknown,,0
0,0,,IEEE Registration Authority,(Unknown),-4,Hardware Manufacturer/IEEE Registration Authority,Unknown,,0
0,0,,Nest Labs Inc.,(Unknown),-4,Internet of Things (IoT)/Nest,Unknown,,0
0,0,,Apple,(Unknown),-4,Operating System/Apple OS,tv,Apple,1
0,0,,Philips Lighting BV,United States,-5,Internet of Things (IoT)/Philips IoT,Hub,Philips,1
0,0,,GIGA-BYTE TECHNOLOGY CO.,(Unknown),2,"Hardware Manufacturer/GIGA-BYTE TECHNOLOGY CO.,LTD.",PC,,0
0,0,,TP-LINK TECHNOLOGIES CO.,(Unknown),2,Switch and Wireless Controller/TP-Link Switches/TP-Link TL-SG2210P,Unknown,,0
0,0,,Nest Labs Inc.,(Unknown),-4,Internet of Things (IoT)/Nest,Unknown,basement,0
0,0,,Espressif Inc.,(Unknown),1,Internet of Things (IoT)/Generic IoT/Espressif,Unknown,,0
0,0,,ASUSTek COMPUTER INC.,(Unknown),-7,Hardware Manufacturer/ASUSTek COMPUTER INC.,PC,Asus,0
0,0,,Micro-Star INTL CO.,United States,-4,"Hardware Manufacturer/Micro-Star INTL CO., LTD.",Unknown,,0
0,0,,Texas Instruments,(Unknown),(Unknown),Hardware Manufacturer/Texas Instruments,Unknown,,0
0,0,,SAMSUNG ELECTRO-MECHANICS(THAILAND),Norway,2,"Phone, Tablet or Wearable/Generic Android/Samsung Android/Samsung Galaxy S8+",Unknown,,0
0,0,,D-Link International,(Unknown),-4,Hardware Manufacturer/D-Link,camera,d-link,0
0,0,,LG Electronics (Mobile Communications),(Unknown),2,Hardware Manufacturer/LG Electronics,Phone,LG,1
0,0,,,United States,-4,"Router, Access Point or Femtocell/Wireless Access Point/eero WAP",Unknown,,0
0,0,,Apple,(Unknown),2,Operating System/Apple OS,Phone,Apple,1
0,0,,Nest Labs Inc.,(Unknown),-6,Internet of Things (IoT)/Nest,Unknown,,0
0,0,,Peloton Interactive,United States,-5,"Hardware Manufacturer/Peloton Interactive, Inc",Unknown,,0
0,0,,Espressif Inc.,(Unknown),-4,Internet of Things (IoT)/Generic IoT/Espressif,Unknown,,0
0,0,,SAMSUNG ELECTRO-MECHANICS(THAILAND),(Unknown),-4,Hardware Manufacturer/Samsung,tv,samsung,0
0,0,,Nest Labs Inc.,(Unknown),-4,Internet of Things (IoT)/Nest,Unknown,,0
0,0,,Espressif Inc.,(Unknown),-4,Internet of Things (IoT)/Generic IoT/Espressif,Unknown,,0
0,0,,Polycom,(Unknown),-4,Video Conferencing/Polycom Video Conferencing,VoIP,Polycom,0
0,0,,Ubiquiti Networks Inc.,(Unknown),2,"Router, Access Point or Femtocell/Wireless Access Point/Ubiquiti WAP",Unknown,,0
0,0,,Raspberry Pi Foundation,(Unknown),10,Internet of Things (IoT)/Generic IoT/Raspberry Pi,Unknown,,0
0,0,,Samsung Electronics Co.,(Unknown),-7,Hardware Manufacturer/Samsung,Unknown,,0
0,0,,Inventek Systems,(Unknown),-5,Hardware Manufacturer/Inventek Systems,Unknown,,0
0,0,,,United States,-4,"Phone, Tablet or Wearable/Apple Mobile Device/Apple iPhone/iPhone X",Unknown,,0
0,0,,Apple,(Unknown),-4,Operating System/Apple OS,Unknown,Apple,0
0,0,,Belkin International Inc.,(Unknown),-7,"Router, Access Point or Femtocell/Router/Belkin Wireless Router",router,Belkin,0
0,0,,Obihai Technology,(Unknown),-7,"Hardware Manufacturer/Obihai Technology, Inc.",voip,Obihai,0
0,0,,TP-LINK TECHNOLOGIES CO.,(Unknown),2,Switch and Wireless Controller/TP-Link Switches/TP-Link TL-SG2210P,Plug,TP-Link,0
0,0,,,(Unknown),-4,"Hardware Manufacturer/Amazon.com, LLC",voice assistant,amazon,0
0,0,,Nest Labs Inc.,(Unknown),-6,Internet of Things (IoT)/Nest,Unknown,google,0
0,0,,Dexatek Technology LTD.,Germany,2,Hardware Manufacturer/Dexatek Technology LTD.,Unknown,,0
0,0,,Hewlett Packard,(Unknown),-7,Hardware Manufacturer/Hewlett Packard,printer,hp,0
0,0,,ASUSTek COMPUTER INC.,China,8,Hardware Manufacturer/ASUSTek COMPUTER INC.,PC,Asus,0
0,0,,D-Link International,(Unknown),-4,Hardware Manufacturer/D-Link,camera,d-link,0
0,0,,,United States,-7,Internet of Things (IoT)/Other IoT/Tuya Smart,Unknown,,0
0,0,,NETGEAR,United States,-5,Hardware Manufacturer/NETGEAR,Unknown,NETGEAR,0
0,0,,Zhejiang Dahua Technology Co.,(Unknown),-7,"Hardware Manufacturer/Zhejiang Dahua Technology Co., Ltd.",camera,amcrest,0
0,0,,TP-LINK TECHNOLOGIES CO.,(Unknown),-5,Switch and Wireless Controller/TP-Link Switches/TP-Link TL-SG2210P,Unknown,,0
0,0,,,Norway,2,Hardware Manufacturer/SHENZHEN BILIAN ELECTRONIC CO.?LTD,Camera,nedis,0
0,0,,Hewlett Packard,(Unknown),-7,Hardware Manufacturer/Hewlett Packard,Unknown,hp,0
0,0,,Atheros Communications,(Unknown),2,"Hardware Manufacturer/Atheros Communications, Inc.",Camera,Blink,0
0,0,,Espressif Inc.,(Unknown),-6,Internet of Things (IoT)/Generic IoT/Espressif,Unknown,,0
0,0,,Synology Incorporated,(Unknown),10,Storage Device/Synology NAS,NAS,Synology,0
0,0,,D&M Holdings Inc.,Sweden,2,"Audio, Imaging or Video Equipment",AVR,Marantz,1
0,0,,,United States,-4,"Phone, Tablet or Wearable/Generic Android/Amazon Android",Unknown,,0
0,0,,Nest Labs Inc.,(Unknown),-4,Internet of Things (IoT)/Nest,sensor,google,0
0,0,,Apple,(Unknown),-8,Operating System/Apple OS,Phone,Apple,0
0,0,,Shenzhen Ogemray Technology Co.,(Unknown),-4,"Hardware Manufacturer/Shenzhen Ogemray Technology Co., Ltd.",Unknown,,0
0,0,,,United States,-6,Hardware Manufacturer/ASUSTek COMPUTER INC.,PC,,0
0,0,,Hunt Electronic Co.,(Unknown),-7,"Hardware Manufacturer/Hunt Electronic Co., Ltd.",Unknown,,0
0,0,,,(Unknown),-4,"Phone, Tablet or Wearable/Apple Mobile Device/Apple iPhone/iPhone X (no CDMA)",Unknown,,0
0,0,,IEEE Registration Authority,(Unknown),-4,Hardware Manufacturer/IEEE Registration Authority,Unknown,,0
0,0,,Universal Global Scientific Industrial Co.,(Unknown),-4,"Hardware Manufacturer/Universal Global Scientific Industrial Co., Ltd.",Unknown,,0
0,0,,Ring Solutions,(Unknown),-5,Hardware Manufacturer/Ring Solutions,Unknown,,0
0,0,,Peloton Interactive,(Unknown),-7,"Hardware Manufacturer/Peloton Interactive, Inc",Unknown,,0
0,0,,Neostar Technology Co.,(Unknown),8,"Hardware Manufacturer/Neostar Technology Co.,LTD",PC,,0
0,0,,Shenzhen Bilian electronic CO.,(Unknown),-4,"Hardware Manufacturer/Shenzhen Bilian electronic CO.,LTD",Unknown,,0
0,0,,Arcadyan Technology Corporation,Switzerland,2,Hardware Manufacturer/Arcadyan Technology Corporation,Unknown,,0
0,0,,Raspberry Pi Foundation,(Unknown),-5,Internet of Things (IoT)/Generic IoT/Raspberry Pi,Unknown,,0
0,0,,HANGZHOU AIXIANGJI TECHNOLOGY CO.,(Unknown),1,"Hardware Manufacturer/HANGZHOU AIXIANGJI TECHNOLOGY CO., LTD",Unknown,,0
0,0,,,(Unknown),1,Operating System/Apple OS,Unknown,,0
0,0,,Texas Instruments,(Unknown),-7,Hardware Manufacturer/Texas Instruments,Unknown,,0
0,0,,SAMSUNG ELECTRO-MECHANICS(THAILAND),Netherlands,2,Hardware Manufacturer/Samsung,Unknown,,0
0,0,,Raspberry Pi Foundation,(Unknown),1,Internet of Things (IoT)/Generic IoT/Raspberry Pi,Unknown,,0
0,0,,AMPAK Technology,(Unknown),-4,"Hardware Manufacturer/AMPAK Technology, Inc.",Unknown,,0
0,0,,Apple,(Unknown),1,Operating System/Apple OS,Phone,Apple,0
0,0,,Espressif Inc.,(Unknown),-5,Internet of Things (IoT)/Generic IoT/Espressif,Unknown,,0
0,0,,Raspberry Pi Foundation,(Unknown),10,Internet of Things (IoT)/Generic IoT/Raspberry Pi,Unknown,,0
0,0,,Polycom,(Unknown),-6,Video Conferencing/Polycom Video Conferencing,VoIP,Polycom,0
0,0,,,(Unknown),-4,Operating System/Apple OS,Unknown,,0
0,0,,BSkyB Ltd,Italy,2,Hardware Manufacturer/BSkyB Ltd,STB,Sky,0
0,0,,Amazon Technologies Inc.,(Unknown),-4,Internet of Things (IoT)/Amazon,Unknown,Amazon,0
0,0,,Synology Incorporated,(Unknown),2,Storage Device/Synology NAS,NAS,Synology,0
0,0,,Apple,(Unknown),-5,Operating System/Apple OS,Phone,Apple,0
0,0,,,United States,-7,Operating System/Windows OS,Unknown,,0
0,0,,VMware,(Unknown),-7,"Hardware Manufacturer/VMware, Inc.",PC,VMware,0
0,0,,AzureWave Technology Inc.,United States,-5,Hardware Manufacturer/AzureWave Technology Inc.,Unknown,,0
0,0,,Shenzhen Ogemray Technology Co.,(Unknown),2,"Hardware Manufacturer/Shenzhen Ogemray Technology Co.,Ltd",Unknown,,0
0,0,,Microsoft,United States,-7,Hardware Manufacturer/Microsoft,Unknown,,0
0,0,,Sony Interactive Entertainment Inc.,(Unknown),10,Hardware Manufacturer/Sony Interactive Entertainment Inc.,Unknown,Sony,0
0,0,,Bose Corporation,Germany,2,"Audio, Imaging or Video Equipment",Speaker,Bose,1
0,0,,Elitegroup Computer Systems Co.,(Unknown),-8,"Hardware Manufacturer/Elitegroup Computer Systems Co.,Ltd.",pc,,0
0,0,,Nest Labs Inc.,(Unknown),-4,Internet of Things (IoT)/Nest,Camera,google,0
0,0,,,United States,-6,"Phone, Tablet or Wearable/Apple Mobile Device/Apple iPhone/iPhone 11 Pro",Unknown,,0
0,0,,Ubiquiti Networks Inc.,United States,-4,Hardware Manufacturer/Ubiquiti Networks Inc.,Unknown,,0
0,0,,GIGA-BYTE TECHNOLOGY CO.,United States,-5,"Hardware Manufacturer/GIGA-BYTE TECHNOLOGY CO.,LTD.",PC,,0
0,0,,Hewlett Packard,(Unknown),2,Hardware Manufacturer/Hewlett Packard,Unknown,hp,0
0,0,,Netatmo,(Unknown),-5,Internet of Things (IoT)/Netatmo IoT,Thermostat,Netatmo,0
0,0,,Samsung Electronics Co.,(Unknown),2,"Phone, Tablet or Wearable/Generic Android/Samsung Android/Samsung Galaxy A3(2017)",Unknown,samsung,0
0,0,,Raspberry Pi Foundation,(Unknown),-4,Internet of Things (IoT)/Generic IoT/Raspberry Pi,Unknown,,0
0,0,,IEEE Registration Authority,(Unknown),-4,Hardware Manufacturer/IEEE Registration Authority,Unknown,,0
0,0,,Liteon Technology Corporation,United States,-4,Hardware Manufacturer/Lite-On,Unknown,,0
0,0,,Raspberry Pi Foundation,(Unknown),1,Internet of Things (IoT)/Generic IoT/Raspberry Pi,Unknown,,0
0,0,,,(Unknown),-5,Operating System/Google OS/Android OS,voice assistant,google,1
0,0,,IEEE Registration Authority,(Unknown),-5,Hardware Manufacturer/IEEE Registration Authority,Unknown,,0
0,0,,Dell Inc.,(Unknown),-4,Hardware Manufacturer/Dell Inc.,PC,Dell,0
0,0,,ASUSTek COMPUTER INC.,(Unknown),-4,Hardware Manufacturer/ASUSTek COMPUTER INC.,PC,Asus,0
0,0,,Snap AV,(Unknown),(Unknown),Hardware Manufacturer/Snap AV,Router,araknis,0
0,0,,,United States,-8,Operating System/Windows OS,Unknown,,0
0,0,,Apple,(Unknown),-4,Operating System/Apple OS,TV,Apple,1
0,0,,Ubiquiti Networks Inc.,United States,-8,"Router, Access Point or Femtocell",Unknown,,0
0,0,,Hangzhou Hikvision Digital Technology Co.,(Unknown),-5,"Hardware Manufacturer/Hangzhou Hikvision Digital Technology Co.,Ltd.",Camera,Hikvision,0
0,0,,HUAWEI TECHNOLOGIES CO.,(Unknown),1,"Hardware Manufacturer/HUAWEI TECHNOLOGIES CO.,LTD",Unknown,,0
0,0,,NETGEAR,(Unknown),-6,Hardware Manufacturer/NETGEAR,Unknown,,0
0,0,,HTC Corporation,(Unknown),-4,"Phone, Tablet or Wearable/Generic Android/HTC Android",Phone,Google,0
0,0,,Motorola Mobility LLC,(Unknown),-4,Hardware Manufacturer/Motorola,Unknown,,0
0,0,,Raspberry Pi Foundation,(Unknown),-4,Internet of Things (IoT)/Generic IoT/Raspberry Pi,Unknown,,0
0,0,,Nest Labs Inc.,(Unknown),-4,Internet of Things (IoT)/Nest,Thermostat,google,0
0,0,,Texas Instruments,(Unknown),-7,Hardware Manufacturer/Texas Instruments,Unknown,,0
0,0,,,(Unknown),2,Hardware Manufacturer/Amazon Technologies Inc.,Unknown,,0
0,0,,Microsoft,(Unknown),2,Hardware Manufacturer/Microsoft,Unknown,,0
0,0,,Western Digital Technologies,(Unknown),-4,"Hardware Manufacturer/Western Digital Technologies, Inc.",Unknown,,0
0,0,,Intel Corporate,(Unknown),-8,Hardware Manufacturer/Intel Corporate,Unknown,,0
0,0,,Philips Lighting BV,(Unknown),10,Internet of Things (IoT)/Philips IoT,Hub,Philips,1
0,0,,,(Unknown),-7,"Hardware Manufacturer/Amazon.com, LLC",tv,amazon,0
0,0,,Texas Instruments,(Unknown),-7,Hardware Manufacturer/Texas Instruments,Camera,amazon,0
0,0,,Amazon Technologies Inc.,(Unknown),-4,Internet of Things (IoT)/Amazon,Unknown,Amazon,0
0,0,,Apple,(Unknown),-7,Operating System/Apple OS,TV,Apple,1
0,0,,Rivet Networks,(Unknown),1,Hardware Manufacturer/Rivet Networks,Unknown,,0
0,0,,Logitech,(Unknown),-4,Hardware Manufacturer/Logitech,Unknown,,0
0,0,,Texas Instruments,(Unknown),1,Hardware Manufacturer/Texas Instruments,Unknown,,0
0,0,,ARRIS Group,(Unknown),-7,"Hardware Manufacturer/ARRIS Group, Inc.",Unknown,,0
0,0,,ASUSTek COMPUTER INC.,(Unknown),2,Hardware Manufacturer/ASUSTek COMPUTER INC.,PC,Asus,0
0,0,,Hon Hai Precision Ind. Co.,(Unknown),-5,"Hardware Manufacturer/Hon Hai Precision Ind. Co.,Ltd.",pc,,0
0,0,,Orbit Irrigation,(Unknown),-4,Hardware Manufacturer/Orbit Irrigation,Sprinkler,Orbit,0
0,0,,Apple,(Unknown),1,Operating System/Apple OS,Phone,Apple,0
0,0,,IEEE Registration Authority,United States,-7,Hardware Manufacturer/IEEE Registration Authority,Unknown,,0
0,0,,Atheros Communications,(Unknown),1,"Hardware Manufacturer/Atheros Communications, Inc.",Camera,Blink,0
0,0,,Espressif Inc.,(Unknown),-5,Internet of Things (IoT)/Generic IoT/Espressif,Unknown,,0
0,0,,Espressif Inc.,(Unknown),-4,Internet of Things (IoT)/Generic IoT/Espressif,weather station,Ambient,0
0,0,,Securitas Direct AB,(Unknown),2,Hardware Manufacturer/Securitas Direct AB,Unknown,,0
0,0,,,Canada,-5,"Hardware Manufacturer/TP-LINK TECHNOLOGIES CO.,LTD.",Unknown,,0
0,0,,IEEE Registration Authority,(Unknown),-4,Hardware Manufacturer/IEEE Registration Authority,Unknown,,0
0,0,,Texas Instruments,(Unknown),-7,Hardware Manufacturer/Texas Instruments,Unknown,,0
0,0,,Apple,(Unknown),-4,Operating System/Apple OS,PC,Apple,1
0,0,,Nest Labs Inc.,(Unknown),-4,Internet of Things (IoT)/Nest,Unknown,,0
0,0,,TP-LINK TECHNOLOGIES CO.,(Unknown),2,Switch and Wireless Controller/TP-Link Switches/TP-Link TL-SG2210P,Unknown,,0
0,0,,Espressif Inc.,United States,-6,Internet of Things (IoT),Unknown,,0
0,0,,BlackBerry RTS,Canada,-5,Hardware Manufacturer/BlackBerry RTS,Unknown,,0
0,0,,Hewlett Packard,(Unknown),-4,Hardware Manufacturer/Hewlett Packard,Unknown,hp,0
0,0,,Dell Inc.,(Unknown),8,Hardware Manufacturer/Dell Inc.,PC,Dell,0
0,0,,Honeywell HomMed,(Unknown),-5,Medical Device/Honeywell Life Care Solutions,Unknown,,0
0,0,,,Germany,2,Hardware Manufacturer/HMD Global Oy,Unknown,,0
0,0,,Espressif Inc.,France,2,Internet of Things (IoT),Unknown,,0
0,0,,iSmart Alarm,(Unknown),-6,Internet of Things (IoT)/iSmart Alarm Home Security and Control,Unknown,,0
