user_key,device_id,gpt_clean_vendor,gpt_clean_type,generic_category
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,WiFi Access Point,Router
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Home Mini,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Home Mini,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Home Mini,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Home Mini,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,InternetGatewayDevice,Router
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Voice Assistant Speaker,Voice Assistant
0,0,google,Voice Assistant Speaker,Voice Assistant
0,0,google,Voice Assistant Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Streaming Media Player,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Streaming Media Player,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Streaming Media Player,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Streaming Media Player,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Laptop,Computer
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Media Player,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Home Hub,Voice Assistant
0,0,google,Smart Home Hub,Voice Assistant
0,0,google,Streaming Media Player,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Display,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Streaming Media Player,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Streaming Media Player,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Streaming Media Player,Media/TV
0,0,google,Smart Display,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Home Hub,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Display,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Home,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Display,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Streaming Media Player,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Streaming Media Player,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Display,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Display,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Player,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Voice Assistant Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Streaming Media Player,Media/TV
0,0,google,Streaming Media Player,Media/TV
0,0,google,Google Home,Voice Assistant
0,0,google,Streaming Media Player,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Player,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Media Player,Media/TV
0,0,google,Smart Display,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Display,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Thermostat,Home Automation
0,0,google,Audio Streamer,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Voice Assistant Speaker,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Streaming Media Player,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Player,Media/TV
0,0,google,Smart Display,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Display,Voice Assistant
0,0,google,Streaming Media Player,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Voice Assistant Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Streaming Media Player,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Display,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Voice Assistant Speaker,Voice Assistant
0,0,google,Media Player,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Home Hub,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Voice Assistant Speaker,Voice Assistant
0,0,google,Voice Assistant Speaker,Voice Assistant
0,0,google,Voice Assistant Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Voice Assistant Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Router,Router
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Google Cast,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Router,Router
0,0,google,Media Streaming Device,Media/TV
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Smart Speaker,Voice Assistant
0,0,google,Voice Assistant,Voice Assistant
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Media Streaming Device,Media/TV
0,0,google,Google Cast,Media/TV
0,0,google,Thermostat,Home Automation
